weights_0_0_0;weights_0_0_1;weights_1_0_0;weights_1_0_1;weights_2_0_0;weights_2_0_1;t;loss;metric
0.7869762832358711;1.2845930084461368;-1.1316889215709818;0.2745784444833128;-1.4643360917060937;0.3170412529814563;199.0;0.008596243167255;0.1114058912122104
-1.8008912818370026;0.1461678886625153;2.3035303809372416;1.3936649043932892;-1.226939362317122;0.8435316122619481;199.0;0.0005859126607509;0.0053761729146035
0.7201359133561658;1.312033327378881;-1.1197226952632164;0.3450446944334484;-1.4490958611820943;0.0191215869619676;199.0;0.0086448646763538;0.1067122974548299
-1.07770904096536;-1.1928681245691055;1.2168675412524976;0.0199640687772078;1.4676704159764709;0.9717080299949584;199.0;0.0085769045400456;0.1481776990642541
0.8128682198062105;1.2716984628727384;-1.1398789364236803;0.2468205934659113;-1.474400382350119;0.3249147371173741;199.0;0.0085821605078706;0.1143031168824769
0.6067062102500094;-2.289183134434562;-2.946833699389266;-0.2864308786648407;1.1628798365532118;0.1349658599248593;199.0;0.0002026200155108;0.0099792784590313
-1.023816203307923;0.8792746678916262;2.4547135055491833;1.6732300955467048;0.1375526287037616;0.1180279048273758;199.0;0.0006258722641635;0.0075702186096468
-1.0443540002306793;1.8504856543511057;2.462310827873977;0.5908494449265993;-0.7545224400350128;0.7748982261756462;199.0;0.0001380571641588;0.0021439670192186
-0.7769247740824547;1.0074218069484049;2.4057763672349384;1.400486252231078;0.0383963307494143;0.5624151371461723;199.0;0.0009162476295552;0.0054727997785436
0.8393944940734451;1.2626412222236612;-1.146374915115605;0.2193531902184514;-1.4769045974107649;0.139994310078447;199.0;0.0085715738048222;0.1168844381796888
-1.81804761628504;0.0961090155540437;2.318144169101337;1.4323778701695913;-1.1790589092205157;0.4553614564600854;199.0;0.0005780525792467;0.0057383041089066
0.6176403602199757;-2.043697560534583;-2.698686030061884;-0.3501857690368196;0.9133878310379884;0.2171685044011211;199.0;0.0003725546960222;0.0110506578340392
0.8411541772778556;1.2617297126959504;-1.1465623855226543;0.2173591562266173;-1.477653978828886;0.6038521490068028;199.0;0.0085709062030054;0.1170684532595212
0.8037592522356715;1.274751213878506;-1.1380262309219158;0.256334088109614;-1.473758003361868;0.757798846930413;199.0;0.0085864644730821;0.1135064355291382
-0.776135920141949;-1.7637154189653983;-2.723844063649011;1.1376597636077252;0.6694813776862998;0.5826596747012165;199.0;0.0003814440200448;0.002378652112499
-1.4585487288502077;1.5420218662202594;2.3775279754485696;0.7219053916081961;-0.574658529708024;0.143679394033424;199.0;0.0002239377929723;0.0003532942949209
-1.1994521407042846;1.728173060682361;2.4072839791156744;0.6436801999038343;-0.6675649605435041;0.9090307796241838;199.0;0.0001388882355685;0.0009058515495438
-0.9912211622968352;1.899109544136876;2.491127901777058;0.5688382562042933;-0.794366890467607;0.5614408873292704;199.0;0.0001441811663942;0.0026881743123745
-0.9238902238915392;1.9617405704084447;2.5344428021378205;0.5373414700126597;-0.8476139585221044;0.3896497224601805;199.0;0.0001541544558178;0.0033907863062315
0.8040870195724588;1.2773080741735288;-1.135876576432577;0.2565325918476744;-1.4688010825933218;0.3703325074137248;199.0;0.0085869097081902;0.113009471292834
-0.6104999307532085;0.6065637645379869;2.2875595872502608;0.3235350235143338;-1.7422913021152853;0.3855905468595746;199.0;0.0001909924985511;0.0301264816176722
-0.6095860412338385;0.6051914730581682;2.2877798803249307;0.3241122546782758;-1.7411724993753892;0.6717976751893284;199.0;0.0001910022673237;0.0300883460314312
0.8222216541253812;-2.0795088332744083;-2.6320043245107008;-0.4775480713024571;0.955724870848672;0.939510988235268;199.0;0.0001701218855618;0.0045102817435466
