weights_0_0_0;weights_0_0_1;weights_1_0_0;weights_1_0_1;weights_2_0_0;weights_2_0_1;t;loss;metric
0.7344915530350384;3.6044669353717818;-0.6724522227874398;1.3657651308906096;-0.3579954849364863;0.8732284146379782;199.0;-3.982879466998856;0.0044258312035773
0.7351505721125517;3.6039709286856696;-0.6727933569545471;1.3652930015473608;-0.3585401625660124;0.6435906917484913;199.0;-3.982878330690704;0.0044652081577073
-0.6811560431794773;1.1140650448982057;2.343655537636099;1.2332456632958642;0.0702441222088923;1.4375087282635408;199.0;-3.804004924359359;0.015682274424704
-0.6810739781569615;1.1139873551488395;2.3436739617512172;1.2333655930098424;0.0702161804543988;0.1335743834234825;199.0;-3.804004903922702;0.0156767473240073
1.3815090874281424;-0.567750892418338;-0.8580250790955709;0.6775094142830246;-0.7643391216533508;0.8287979106118109;199.0;-3.414017073759432;0.2644310373995056
1.5138808449753722;1.7504277095471603;0.766704380357585;2.409690433002873;0.5736726465936208;0.4665267107860318;199.0;-3.961176907906288;0.0057885916833033
1.431761256618528;-1.77052712070752;-0.7918923317338163;0.8324453170531061;-0.6882777088663506;0.7612066621434666;199.0;-3.9749583621536058;0.0070526458837509
-1.5598188726148725;1.471953358716274;2.4075288058430453;0.6936678224136049;-0.5117525159912512;0.3645602967175169;199.0;-3.977087656914016;0.0036295482285874
-1.5598503696070587;1.471939805623255;2.4075305926226243;0.6936792723775819;-0.5117772404769512;0.6461690098765623;199.0;-3.977087647781409;0.0036286089955425
0.7344564921511517;3.604470809786001;-0.6723333500920834;1.365743916486539;-0.357947273108411;1.1701633552138213;199.0;-3.982879470997793;0.0044206686149634
1.4013382774653689;-1.0413867337263267;-0.7776135745638801;0.8062622560501949;-0.8333712615013382;1.0675238801022022;199.0;-3.765885584056126;0.0588669563822499
1.438099459489074;-1.842471954343564;-0.7856773984300414;0.8331989729795675;-0.6815290620823231;0.9113954102596664;199.0;-3.9731426812349775;0.0126848987073735
-0.6816645864544778;1.114479727097475;2.343078824500509;1.2324327928036989;0.0701528551954064;0.019168731945684;199.0;-3.804003882824296;0.0156970341083126
-0.6811293972628939;1.114036400907059;2.3436559545169215;1.2332568336421044;0.070273538588548;0.1124393387932765;199.0;-3.804004924446849;0.0156843839670889
-0.6808749616022657;1.113839006033101;2.343882401651785;1.23364264208061;0.0702613251489062;0.5431441113597794;199.0;-3.804004760650779;0.0156735822547019
-0.6810871019643401;1.114058912853878;2.343659127008419;1.2332677407231332;0.0702369682774057;0.378078122477237;199.0;-3.8040049229436015;0.0156834930111875
